@relation SSS
@attribute ID real
@attribute Date real
@attribute FootSize real
@attribute Height real
@attribute Weight real
@attribute TailSize real
@attribute AntennasLength real
@attribute BrainVolume real
@attribute NumberTeeth real
@attribute class {Purple, Red}
@data
157,011111,0.63811445,0.5853527,0.71187806,0.91979384,0.5241161,0.6880902,0.77768266,Purple
158,011111,0.638463,0.57724845,0.70728403,0.9280319,0.5366194,0.6989361,0.76784855,Purple
159,011111,0.63739467,0.58871067,0.6951355,0.9331101,0.51919967,0.6654646,0.7745789,Purple
160,011111,0.6542728,0.600571,0.70911163,0.91639245,0.5230301,0.661613,0.756038,Purple
161,011111,0.63321847,0.6049643,0.6950615,0.8939045,0.5283168,0.6792004,0.78833514,Purple
162,011111,0.6500097,0.60388047,0.7174167,0.9226223,0.5253398,0.708343,0.757928,Purple
163,011111,0.6445669,0.5875834,0.7276437,0.94029605,0.526674,0.6470738,0.7839672,Purple
164,011111,0.63509333,0.5774624,0.70853156,0.94001585,0.53897095,0.6932254,0.7514944,Purple
165,011111,0.65447474,0.60745245,0.71121,0.92463845,0.5263473,0.6846553,0.77782863,Purple
166,011111,0.6234824,0.606209,0.71343213,0.9496252,0.51842314,0.7052292,0.7536362,Purple
167,011111,0.63895327,0.59569544,0.70306855,0.91479516,0.5617507,0.66282815,0.7718235,Purple
168,011111,0.64074814,0.58574337,0.7388821,0.9213992,0.52161777,0.67871183,0.7806121,Purple
169,011111,0.64885175,0.57870334,0.7340924,0.9220198,0.55575836,0.68097574,0.7754682,Purple
170,011111,0.6340939,0.5820966,0.7126204,0.8835815,0.52553886,0.66064197,0.79814273,Purple
171,011111,0.64014167,0.6160789,0.72099537,0.9213384,0.51664454,0.70954853,0.7758099,Purple
172,011111,0.65785336,0.58468246,0.6954761,0.90831304,0.542657,0.6566702,0.76806635,Purple
173,011111,0.6393716,0.58721197,0.73030967,0.91478956,0.5007821,0.63905853,0.7803525,Purple
174,011111,0.65126,0.56551427,0.7159308,0.90930724,0.51298195,0.6626549,0.7603885,Purple
175,011111,0.63952416,0.60490566,0.69692856,0.9189428,0.5011852,0.69776237,0.7703605,Purple
176,011111,0.64513963,0.5930651,0.70714486,0.90867555,0.5332329,0.6659153,0.74987817,Purple
177,011111,0.635444,0.643083,0.7135029,0.91521454,0.5339094,0.6561103,0.7632005,Purple
178,011111,0.62861234,0.61263734,0.6971014,0.9192257,0.5068328,0.67422295,0.7712501,Purple
179,011111,0.62347806,0.609019,0.73351717,0.90930986,0.49324897,0.6553495,0.7866304,Purple
180,011111,0.6503327,0.59525865,0.73927563,0.9477353,0.49150473,0.65273535,0.76601046,Purple
181,011111,0.63648003,0.5676555,0.7229301,0.9127198,0.50491184,0.6579709,0.78540266,Purple
182,011111,0.65028447,0.5810795,0.7052426,0.9406072,0.54153603,0.6797948,0.7927331,Purple
183,011111,0.6399835,0.61763126,0.7084511,0.91993076,0.49691743,0.6856021,0.7730841,Purple
184,011111,0.6746805,0.6047762,0.6864352,0.92632645,0.5368797,0.6737994,0.7869191,Purple
185,011111,0.6616454,0.58584476,0.6928677,0.92743355,0.5014562,0.68573284,0.78594357,Purple
186,011111,0.6327344,0.5872606,0.7252605,0.913646,0.5163016,0.6530983,0.77060467,Purple
187,011111,0.6338128,0.59157056,0.7164071,0.92131495,0.53474844,0.6751209,0.74657,Purple
188,011111,0.65259415,0.5971004,0.70199335,0.93446666,0.51409376,0.6846485,0.76563245,Purple
189,011111,0.64088833,0.598969,0.69374543,0.92246103,0.49990684,0.6772663,0.74998033,Purple
190,011111,0.67631304,0.58512414,0.6910024,0.90751284,0.49061885,0.6499042,0.75890577,Purple
191,011111,0.6495607,0.6060046,0.7242162,0.90602213,0.5428057,0.6985457,0.7675369,Purple
192,011111,0.6213904,0.61072415,0.7216725,0.91613317,0.52097094,0.6502606,0.7401998,Purple
193,011111,0.6286985,0.5609956,0.7349362,0.9077626,0.50940245,0.668649,0.7544841,Purple
194,011111,0.6541253,0.60790634,0.71945995,0.92418206,0.526568,0.694785,0.7586395,Purple
195,011111,0.6390755,0.5825798,0.6931627,0.90565026,0.49421355,0.67366815,0.76832306,Purple
196,011111,0.65164626,0.5741054,0.72401977,0.9172044,0.511496,0.67975044,0.75732857,Purple
197,011111,0.63022447,0.615581,0.71201557,0.9072969,0.5255002,0.6912497,0.77843535,Purple
198,011111,0.65128255,0.6021014,0.70298463,0.9156425,0.5071788,0.6759914,0.7793979,Purple
199,011111,0.6225318,0.6091519,0.70623136,0.9085167,0.5159447,0.6549787,0.8068695,Purple
