@relation checkerboard
@attribute ID real
@attribute DateStored real
@attribute Footsize real
@attribute Height real
@attribute Weight real
@attribute Tailsize real
@attribute AntenasLength real
@attribute BrainVolume real
@attribute NumberOfTeeth real
@attribute class {0, 1}
@data
155,110811,16.871931,64.81865,21.959305,11.651406,4.8729873,58.312935,36,1
156,110811,0.102671385,5.1884947,20.357985,7.431915,2.4740145,45.945805,36,1
157,110811,13.821993,48.911594,22.342833,1.5535426,2.1925507,36.524513,39,1
158,110811,15.500841,63.627964,18.019773,11.098204,0.2760926,65.51292,37,1
159,110811,14.75506,7.9301,11.184147,10.34734,1.068063,44.181828,35,1
160,110811,1.9668972,22.07178,17.69094,13.520991,1.0959363,40.591385,41,1
161,110811,0.25263786,16.25793,10.730554,1.4087257,2.5520067,43.31252,33,1
162,110811,2.522993,96.18401,22.597418,10.375156,4.4928937,52.325523,39,1
163,110811,18.9763,56.57963,11.200608,9.773134,2.3196104,46.27046,34,1
164,110811,15.888128,38.284958,25.763466,11.298887,2.227674,52.757675,36,1
165,110811,0.8306098,47.791756,15.092144,5.567437,0.7786614,67.76855,40,1
166,110811,13.349907,59.21682,14.619575,11.387448,2.8113456,53.367718,39,1
167,110811,13.591851,75.41129,23.545326,9.757841,0.9307152,45.582737,37,1
168,110811,18.398088,99.47338,89.1231,7.801934,0.4635197,31.607449,33,1
169,110811,8.064234,31.515615,15.324415,4.177728,1.3044057,37.332912,35,1
170,110811,14.386629,43.395336,17.130407,13.356839,2.5802135,29.02324,38,1
171,110811,8.0166235,20.564592,24.480803,6.6226287,2.6926994,57.108414,39,1
172,110811,10.744876,83.61213,20.904238,5.195445,2.5511434,61.755074,38,1
173,110811,5.46924,89.897064,18.300846,9.216514,2.7433202,46.85554,37,1
174,110811,6.637431,59.415115,9.471298,9.000861,3.9117095,53.81782,40,1
175,110811,?,99.26015,14.19111,4.2643547,1.6752017,64.15776,38,1
176,110811,2.4761236,12.375397,14.040816,7.6231833,2.3666894,57.26602,38,1
177,110811,6.03626,52.421265,16.207485,6.4103785,0.5237049,57.04175,37,1
178,110811,4.316453,25.274109,25.018873,12.529598,4.1806655,66.866005,37,1
179,110811,14.235102,75.72936,13.994878,8.119669,0.35347968,48.625843,38,1
180,110811,3.9247513,36.291344,18.476301,2.1043851,2.794472,54.723454,39,1
181,110811,12.979833,43.432873,13.534395,12.292805,1.8202212,50.969124,43,1
182,110811,18.181223,49.404175,16.281153,2.5396254,0.29744923,39.299644,34,1
183,110811,12.07659,17.628723,22.74814,11.208907,4.3112125,66.499565,40,1
184,110811,15.487932,94.07293,19.34806,9.865047,1.5620568,52.952965,35,1
185,110811,16.909513,91.90786,17.157341,14.972024,2.6494243,37.01404,38,1
186,110811,3.9797163,22.548883,18.752504,5.566822,1.4304032,53.55697,35,1
187,110811,15.95025,2.0792723,15.149936,0.20896465,2.007081,56.20011,39,1
188,110811,6.5898952,71.515396,16.983103,8.240196,4.331504,58.55805,38,1
189,110811,8.563738,94.79589,17.52256,0.933727,3.2419684,54.229485,42,1
190,110811,1.4015687,56.278385,19.219961,9.809782,1.103591,60.068226,34,1
191,110811,3.1523669,25.472063,16.73905,13.254392,1.3434186,51.74888,41,1
192,110811,2.2191942,10.351068,13.915094,7.0338635,4.597559,42.523663,38,1
193,110811,11.247047,90.5739,14.694038,3.9528394,4.054764,50.77836,39,1
194,110811,13.924045,31.031721,17.773989,2.2855282,3.8456275,61.068077,36,1
195,110811,11.8450985,86.17999,13.645797,14.915907,1.0251987,41.248642,38,1
196,110811,19.931051,42.452003,14.006158,11.9734745,1.1935725,60.339092,33,1
197,110811,2.1113157,24.651455,21.840519,10.938583,1.0363712,57.72099,31,1
198,110811,4.9434304,41.577522,14.343534,6.429264,2.8153787,44.684723,33,1
199,110811,5.4999247,34.316845,15.804277,2.5555668,0.94765157,34.240902,38,1
200,110811,5.2054367,49.77117,?,1.6453886,0.45592248,139.67787,12,1
201,110811,16.421589,13.268542,18.71038,13.287055,0.00891149,151.71268,9,1
202,110811,10.5824375,52.783382,14.575636,0.899874,1.0803086,134.55789,10,1
203,110811,1.7710316,7.684022,14.452753,12.007797,2.1007876,140.64885,13,1
204,110811,18.051464,75.41285,20.144625,3.0482912,1.3477323,151.26346,13,1
205,110811,13.947178,37.52644,20.547974,1.065521,1.2797711,159.7259,14,1
206,110811,14.564258,3.5847723,13.428167,9.102886,0.4732588,155.94084,16,1
207,110811,17.439262,98.045685,15.9857435,9.285512,2.7291093,141.56038,15,1
208,110811,8.748761,36.222702,19.61722,9.651163,3.0926564,153.68558,12,1
209,110811,11.618603,24.192255,20.12957,1.1026615,1.8463883,132.75911,7,1
210,110811,15.543901,22.04408,14.273067,7.6926327,3.2034376,249.91759,13,1
211,110811,6.067239,16.872835,20.084032,3.7605357,3.7347884,144.39789,12,1
212,110811,5.6164255,12.288314,16.81108,14.592548,1.1195173,161.95044,13,1
213,110811,11.591051,94.917755,21.427755,8.808977,3.8073983,140.86707,13,1
214,110811,2.2874296,39.390266,21.75949,11.065307,2.6474009,149.98318,15,1
215,110811,10.006286,54.69707,19.994179,2.0175514,2.5625994,149.46722,11,1
216,110811,2.7001882,13.74076,18.856764,0.40783793,3.368579,147.96252,10,1
217,110811,18.854946,90.51318,17.270792,12.3015785,3.8434196,138.12425,15,1
218,110811,17.089708,15.929937,17.352001,2.6046448,0.99581033,143.19241,13,1
219,110811,13.395805,53.214573,17.058365,10.330787,1.0548809,151.27847,8,1
220,110811,0.26842833,50.247765,13.858254,0.42128652,0.2602318,147.57753,10,1
221,110811,7.5342646,1.9165218,18.504004,11.157576,4.880762,157.67168,11,1
222,110811,12.821325,16.720343,14.367692,2.191961,2.6817436,140.52252,11,1
223,110811,7.7956867,34.280926,21.105331,12.462658,4.0148106,140.62514,11,1
224,110811,16.007633,53.589214,24.13193,5.6894774,2.876875,169.24734,10,1
225,110811,0.013201237,64.49909,19.799946,10.870291,2.3013403,?,10,1
226,110811,13.995267,99.89499,23.22869,8.242229,3.7663424,144.66476,9,1
227,110811,7.092415,54.937466,20.212132,3.2336059,1.4662743,153.53093,14,1
228,110811,9.807959,28.705496,17.014824,5.1329684,0.15877455,129.88628,9,1
229,110811,8.031868,97.3478,20.426441,7.832503,3.31207,140.08159,9,1
230,110811,17.244013,5.5324078,21.605299,6.277962,3.7075772,149.55849,16,1
231,110811,13.319473,82.60974,14.792023,12.062312,3.8486128,137.29384,11,1
232,110811,10.029502,33.609432,21.418537,0.24282038,2.164682,168.80249,8,1
233,110811,9.891573,94.16496,18.206495,13.420958,4.337031,147.67711,12,1
234,110811,11.597635,57.958855,20.037218,14.802572,2.187914,161.81758,11,1
235,110811,0.032684803,9.618748,18.236088,9.425547,0.63452303,166.08423,12,1
236,110811,14.139904,13.552302,14.582096,4.498735,2.6979904,146.68109,8,1
237,110811,2.9103696,97.42604,19.826471,4.506348,2.545679,151.60864,11,1
238,110811,3.9535701,19.375372,16.209133,7.9849677,4.926655,154.34468,9,1
239,110811,4.88111,51.14544,10.765865,12.936838,4.1093965,158.39377,11,1
240,110811,1.6139221,39.83469,21.156897,11.385523,0.8492121,146.65501,16,1
241,110811,15.26946,12.436188,15.949064,6.4629893,3.8803842,136.66039,9,1
242,110811,0.12864709,57.70002,20.682692,8.417074,3.6527479,159.78477,12,1
243,110811,8.014124,95.78935,11.51813,8.4932165,1.3003793,143.50964,16,1
244,110811,1.9855881,28.652685,26.904915,8.644618,2.255558,165.17113,21,1
245,110811,6.391097,42.926037,14.111663,8.502413,1.1965799,153.27502,14,1
246,110811,16.884026,16.515768,15.070577,1.956017,1.6638339,149.91092,10,1
247,110811,17.965296,2.8617501,20.351383,10.689205,3.293433,147.62128,11,1
248,110811,5.9435797,40.370167,18.943108,0.14735699,2.1284008,153.51851,12,1
249,110811,9.988618,54.827415,16.670782,14.905089,2.3788035,162.03894,13,1
250,110811,5.313666,0.01475811,18.384552,5.4126782,2.6473186,150.89398,?,1
251,110811,11.653715,65.554085,14.908249,5.4473267,2.426673,144.40044,8,1
252,110811,12.360434,84.60766,17.213495,0.5267376,3.3494031,148.27747,89,1
253,110811,18.929193,99.869644,20.853382,14.474496,4.5459085,128.56796,11,1
254,110811,10.986928,10.829491,20.84462,6.5983415,1.6892514,159.11748,12,1
255,110811,0.14335155,84.12229,14.397014,1.564301,4.0982747,168.12086,13,1
256,110811,9.146206,81.53856,17.532757,1.4543893,4.1860895,152.58983,10,1
257,110811,16.049976,55.636997,15.468999,14.287769,1.7087322,146.4441,12,1
258,110811,1.2359703,3.641653,18.172363,9.9911585,3.6467898,157.40855,14,1
259,110811,16.801123,18.227535,13.8679285,1.6221883,1.1772221,158.06827,14,1
260,110811,10.817249,54.783176,21.662683,2.1994553,1.4276483,152.49792,14,1
261,110811,0.06822348,63.727985,16.77134,2.5671315,4.4934936,138.91476,14,1
262,110811,14.978532,42.459118,19.919676,5.0341363,0.31002998,138.02333,14,1
263,110811,9.494244,12.574214,22.865969,6.463668,0.2551815,148.43288,12,1
264,110811,0.6706667,56.29136,18.543133,5.8561206,0.99173903,153.1723,11,1
265,110811,0.72605014,72.657074,11.731728,9.246332,1.7942148,158.43277,11,1
266,110811,15.466749,74.451775,19.55357,7.8263793,4.0289884,151.9945,15,1
267,110811,3.4675276,14.985532,18.045233,6.180692,0.22778064,148.73578,9,1
268,110811,10.455139,48.604233,11.340643,6.3764997,4.303091,148.32074,6,1
269,110811,2.310418,17.139399,21.988426,1.5563142,0.46743184,140.447,8,1
270,110811,11.352621,58.236885,17.396051,0.7193032,1.7315125,164.5568,12,1
271,110811,6.5412292,31.05756,21.652103,4.3157163,4.94358,139.8726,9,1
272,110811,15.428686,94.88573,15.376728,10.295597,4.9946733,166.84123,11,1
273,110811,19.689001,90.39928,14.922326,0.70432216,0.43248922,150.75629,9,1
274,110811,16.460743,9.504443,21.309582,3.0795238,4.5079036,144.56357,11,1
275,110811,?,84.53227,11.227916,5.7247467,2.9090095,159.41917,15,1
276,110811,7.6940393,32.114513,23.52348,5.785067,1.7322133,146.89214,13,1
277,110811,16.002537,91.142914,11.838019,14.470679,3.7906945,156.62779,11,1
278,110811,3.6589515,51.87331,16.878181,0.23016751,4.188031,137.09892,12,1
279,110811,9.70413,77.530136,17.902803,7.3013983,3.287556,163.0213,10,1
280,110811,15.702204,27.826971,16.105204,5.4224906,4.2128544,159.44347,12,1
281,110811,16.15431,51.836098,18.471207,14.297442,2.8266094,159.39862,11,1
282,110811,13.217489,85.86866,16.83039,1.3322908,4.586723,158.81091,11,1
283,110811,5.3919983,69.78306,23.407682,4.5111985,3.6814845,162.51228,11,1
284,110811,2.8148818,45.801758,18.731,7.8128815,0.6387228,151.39287,13,1
285,110811,15.237361,79.92743,17.355587,9.19316,3.0047688,155.80196,9,1
286,110811,1.0473168,13.911396,12.666507,5.718156,1.3432068,156.00203,10,1
287,110811,4.2672205,21.008087,13.2052765,0.4353565,1.4343721,153.92558,12,1
288,110811,2.8163385,71.07673,18.020178,11.949149,1.216192,147.5832,11,1
289,110811,6.040083,68.657776,16.975954,2.5279472,3.3250995,170.61418,13,1
290,110811,17.208206,84.210144,18.424803,5.9380603,0.5303946,139.44106,13,1
291,110811,11.058247,65.56267,21.332626,7.7732034,1.4427334,165.20624,7,1
292,110811,15.265374,69.688675,15.530183,11.948229,3.4816263,157.20822,11,1
293,110811,14.770802,59.096474,18.506342,11.543106,2.6503263,166.00989,13,1
294,110811,10.077237,41.446484,18.553577,34.861298,2.4597778,140.16644,9,1
295,110811,14.862757,13.5220585,14.8140545,8.002537,4.715025,145.44861,12,1
296,110811,8.5779915,83.526665,16.12877,8.549608,1.5043789,155.15787,14,1
297,110811,19.141973,60.044968,20.102716,3.1494963,1.8686414,138.86424,10,1
298,110811,16.568302,97.14398,14.985724,5.2910285,3.357726,144.34988,11,1
299,110811,16.526903,97.31935,17.440203,0.64708024,3.166304,168.88246,11,1
300,110811,3.7314165,85.6895,?,2.512958,2.267833,137.33572,39,0
301,110811,7.9546394,57.448586,17.339788,8.338882,3.0049248,157.46234,37,0
302,110811,3.7932825,57.61172,21.823826,13.510597,3.8389635,141.3845,35,0
303,110811,11.470116,8.089029,17.507793,9.350274,2.3868272,167.59735,40,0
304,110811,16.480072,46.737904,12.51812,13.801586,3.7792616,152.51277,37,0
305,110811,6.3237333,69.95688,27.596388,6.2824817,2.64379,138.91756,37,0
306,110811,12.555492,72.35291,16.849295,3.5133111,4.3530087,161.68118,41,0
307,110811,4.5960894,90.8544,23.498665,5.20463,0.3728655,143.9604,36,0
308,110811,0.9741378,87.232216,20.114763,9.188453,0.7092896,152.8181,39,0
309,110811,15.6848955,32.273357,13.12058,12.940921,3.2777414,136.79617,39,0
310,110811,18.066013,90.82918,17.952354,5.4371114,4.0293555,138.32817,34,0
311,110811,18.930569,92.69971,18.446526,11.535845,1.4580235,148.66098,35,0
312,110811,2.6713383,16.945993,16.175583,14.671431,4.6117406,129.6219,37,0
313,110811,2.723397,12.935132,23.607079,2.7598233,2.4437222,162.37381,39,0
314,110811,8.273571,40.471256,17.903545,12.060017,0.59717834,149.27798,35,0
315,110811,4.6265736,83.067444,23.892824,13.09092,0.9333375,147.06123,35,0
316,110811,13.43255,86.14636,15.511102,2.8345692,2.0246456,144.60353,34,0
317,110811,16.365816,98.16308,20.606565,0.77525496,0.7613355,144.45662,38,0
318,110811,5.1985464,63.826553,19.31714,5.1700177,0.30534267,137.41066,31,0
319,110811,19.977676,90.321594,16.23751,1.3294852,2.0944371,157.10866,36,0
320,110811,6.691884,99.33156,13.573752,4.042045,0.0032016635,148.62386,42,0
321,110811,16.975075,98.42324,27.021383,11.203231,1.236017,150.56493,39,0
322,110811,19.661777,77.73442,25.738335,9.742282,3.0185032,172.90047,39,0
323,110811,1.0799646,23.71729,12.643084,11.267544,3.7040534,155.03566,41,0
324,110811,15.5918455,66.81645,19.903593,9.101546,4.8854523,157.8319,36,0
325,110811,6.8894825,59.33999,25.393,7.3375173,3.440445,?,35,0
326,110811,14.798746,42.41953,18.303778,7.9353843,3.9150662,143.55493,35,0
327,110811,1.7833078,74.91766,21.16499,9.072884,2.1081483,143.95828,35,0
328,110811,1.9742227,94.55653,12.728779,14.783785,1.3414812,157.5328,40,0
329,110811,16.446384,83.601654,20.331797,1.3299367,2.4374652,159.56294,38,0
330,110811,18.749807,53.394115,17.744625,13.66829,4.4628057,152.27708,38,0
331,110811,10.572556,18.198395,24.835274,3.361339,3.4939547,158.54103,34,0
332,110811,9.117296,37.601078,15.964054,12.334879,0.006890893,155.77522,36,0
333,110811,4.6310625,95.49918,19.807058,6.1774025,3.5578122,152.28984,37,0
334,110811,11.917047,94.05974,16.251709,12.289811,1.5979054,155.52666,41,0
335,110811,16.019289,53.480656,16.57766,6.893142,3.0282025,151.67284,39,0
336,110811,16.110022,67.56608,92.66884,7.8683085,3.2513576,166.65105,40,0
337,110811,18.491503,4.738492,17.405611,5.989897,0.39591163,148.2814,37,0
338,110811,19.17844,11.899054,14.492166,13.602241,0.28321505,156.27531,36,0
