@relation SSS
@attribute ID real
@attribute Date real
@attribute FootSize real
@attribute Height real
@attribute Weight real
@attribute TailSize real
@attribute AntennasLength real
@attribute BrainVolume real
@attribute NumberTeeth real
@attribute class {Purple, Red}
@data
20,011111,0.107486606,1.0149751,0.0,0.8839405,0.9783635,0.9574378,0.9230103,Red
21,011111,0.13039511,1.0086862,0.00526824,0.85795677,0.9827698,0.98111767,0.95555604,Red
22,011111,0.13192242,0.9650479,9.889769E-4,0.88376415,0.9734179,0.9505587,0.9227104,Red
23,011111,0.10111103,0.9548776,0.0,0.88353145,0.993837,0.960505,0.90582937,Red
24,011111,0.10420595,0.9874094,0.017486412,0.8460975,0.976991,0.9710005,0.9413901,Red
25,011111,0.10783324,1.0015222,0.0030922503,0.8964967,0.9883263,0.94794786,0.9121201,Red
26,011111,0.11101636,0.9831692,0.0,0.87375927,0.9755609,0.98274964,0.9061896,Red
27,011111,0.10244324,0.9883417,0.020775637,0.87121934,0.9525076,0.96258676,0.92414004,Red
28,011111,0.10702346,0.9781223,0.032519974,0.8742874,0.95632327,0.9448818,0.94537425,Red
29,011111,0.08170907,0.97660106,0.01560702,0.8743918,0.971135,0.946129,0.92269504,Red
30,011111,0.09970943,0.9875944,0.009734691,0.83507603,0.96341705,0.9764302,0.93066955,Red
31,011111,0.12585948,0.97063917,0.026272213,0.8753379,0.97349375,0.94476825,0.9275257,Red
32,011111,0.13317016,0.97688186,0.008683423,0.88887787,0.9773237,0.956117,0.9280877,Red
33,011111,0.13057335,0.9877103,0.0,0.8466095,0.9942269,0.95646983,0.92358184,Red
34,011111,0.0999586,0.9784115,0.0,0.8745097,0.984999,0.946991,0.9158772,Red
35,011111,0.118660875,0.9824684,0.015478143,0.86748046,0.97839266,0.9345027,0.94789475,Red
36,011111,0.10029717,0.9886959,0.028081499,0.8608278,1.0009186,0.9917583,0.9410264,Red
37,011111,0.09264622,0.9625863,0.0079126535,0.83766663,0.9644088,0.96915245,0.91710013,Red
38,011111,0.10089564,0.99190176,0.031406317,0.8717948,0.975695,0.9521684,0.912646,Red
39,011111,0.08791653,0.9881649,0.0,0.8688458,0.9886655,0.95708275,0.9355438,Red
40,011111,0.113987066,1.0110966,0.029996134,0.8929484,0.96929413,0.96211904,0.93953085,Red
41,011111,0.07725313,0.97026914,0.016248664,0.8588939,0.97734517,0.96279174,0.9340529,Red
42,011111,0.0748739,1.0085199,0.03344457,0.84775895,0.95040685,0.9998826,0.9470117,Red
43,011111,0.09557264,0.99572754,0.014027555,0.87128735,0.99815536,0.9727723,0.93399405,Red
44,011111,0.09805027,1.0074519,0.0,0.8671204,0.9816612,0.95517045,0.9202932,Red
45,011111,0.1355508,0.9914204,0.0,0.86956674,0.99006855,0.97273976,0.9338536,Red
46,011111,0.11026712,0.99404615,0.012363363,0.8681517,0.9633433,0.9459386,0.89624655,Red
47,011111,0.12106313,1.0150852,0.015622827,0.86596006,0.96457654,0.96197283,0.93453753,Red
48,011111,0.06890209,0.9776947,0.005768127,0.88670707,0.9673408,0.9550876,0.9219394,Red
49,011111,0.13085857,1.0199224,0.056618985,0.8472504,0.9766775,0.9676614,0.9393308,Red
50,011111,0.70890045,0.13506436,0.4930151,0.50727093,0.12340829,0.22035697,0.172874,Purple
51,011111,0.68857384,0.11731793,0.5087577,0.5171082,0.13408612,0.23475978,0.18260501,Purple
52,011111,0.7099396,0.1797537,0.4894592,0.46759835,0.13913317,0.25146094,0.1658537,Purple
53,011111,0.67730397,0.15679994,0.48530316,0.4993159,0.1454067,0.26187426,0.19008574,Purple
54,011111,0.6940004,0.14537692,0.49899733,0.4937747,0.121312805,0.24694744,0.20578673,Purple
55,011111,0.68104416,0.15865628,0.4780979,0.49794993,0.12675428,0.2588285,0.19479112,Purple
56,011111,0.6922168,0.14065973,0.4817695,0.48653045,0.13523808,0.26685065,0.1616926,Purple
57,011111,0.66581404,0.16301113,0.48797303,0.48218107,0.14319363,0.23839544,0.19294341,Purple
58,011111,0.66740507,0.15101795,0.5055093,0.4804673,0.12181108,0.24996543,0.15371202,Purple
59,011111,0.6859026,0.14955738,0.4811827,0.48263636,0.1136802,0.2628087,0.19783898,Purple
60,011111,0.66860616,0.15634468,0.47659186,0.49120894,0.13912274,0.23547709,0.18755743,Purple
61,011111,0.667531,0.1495865,0.49952942,0.4846202,0.1091189,0.23112994,0.18408152,Purple
62,011111,0.7141008,0.15434626,0.5236586,0.47613844,0.10585306,0.26485178,0.1746388,Purple
63,011111,0.69129914,0.16146709,0.51233244,0.51134056,0.13257833,0.26245612,0.15399945,Purple
64,011111,0.69332033,0.15315823,0.48644766,0.49106315,0.13987313,0.23953338,0.17797565,Purple
65,011111,0.6756119,0.115400046,0.48716223,0.48911044,0.12931347,0.24866016,0.1845998,Purple
66,011111,0.7003925,0.15181239,0.5298597,0.49207819,0.1330279,0.25011784,0.18797301,Purple
67,011111,0.66181093,0.1320748,0.4808322,0.4758208,0.12700859,0.24652977,0.18690196,Purple
68,011111,0.6641738,0.16476038,0.504744,0.5012632,0.13822165,0.26869234,0.15685531,Purple
69,011111,0.70185906,0.17804293,0.49568415,0.49070102,0.13801038,0.25088447,0.18093857,Purple
70,011111,0.70020187,0.14683664,0.49807182,0.48998648,0.113291435,0.23753013,0.15868255,Purple
71,011111,0.6978352,0.1475699,0.50803983,0.49019906,0.12993926,0.24406584,0.17961398,Purple
72,011111,0.6903875,0.1448254,0.51111686,0.4818883,0.14887515,0.24609753,0.15798411,Purple
73,011111,0.684983,0.1580413,0.48067302,0.4957434,0.12272718,0.23264988,0.14523551,Purple
74,011111,0.7002688,0.15543513,0.4783122,0.50391006,0.15309133,0.22633934,0.1583175,Purple
75,011111,0.66048586,0.1419841,0.49555448,0.5064672,0.12838161,0.25761357,0.18681528,Purple
76,011111,0.6977097,0.15530322,0.486248,0.4708578,0.11945787,0.24921635,0.21798934,Purple
77,011111,0.6866155,0.16575049,0.47709113,0.5090833,0.1323399,0.27427334,0.17895012,Purple
78,011111,0.6945269,0.16481431,0.51252574,0.4967162,0.124659285,0.2534482,0.17920089,Purple
79,011111,0.6846169,0.12041425,0.48482335,0.46246564,0.15841627,0.23641525,0.19739437,Purple
80,011111,0.6803976,0.14214486,0.48616445,0.46311688,0.15802985,0.25001872,0.15727557,Purple
81,011111,0.695575,0.16683127,0.4697292,0.48901257,0.15718044,0.2608024,0.17998198,Purple
82,011111,0.68665105,0.16822854,0.51406205,0.49109507,0.12051204,0.26630387,0.14792047,Purple
83,011111,0.6897739,0.15716046,0.494368,0.51599276,0.12732387,0.26728445,0.16336867,Purple
84,011111,0.6905358,0.1400418,0.52745336,0.4934989,0.13368,0.28479198,0.19474615,Purple
85,011111,0.70412266,0.15351045,0.50641817,0.47777015,0.1370605,0.21517324,0.16222969,Purple
86,011111,0.6828491,0.13236693,0.48919934,0.50050485,0.11737511,0.23931171,0.20123056,Purple
87,011111,0.7039461,0.15683071,0.48426405,0.491099,0.1319307,0.23568147,0.17530829,Purple
88,011111,0.6944365,0.123370625,0.49959466,0.4694858,0.12278229,0.25980192,0.18991846,Purple
89,011111,0.7106386,0.18071361,0.50941056,0.5059481,0.16209443,0.2599469,0.19065674,Purple
90,011111,0.68635947,0.14875174,0.5027081,0.47811007,0.13339229,0.26252046,0.15965807,Purple
91,011111,0.7004037,0.18355401,0.5052291,0.46340075,0.11457153,0.24377173,0.17185085,Purple
92,011111,0.69235843,0.13175127,0.50173,0.47485232,0.12697035,0.283449,0.17679541,Purple
93,011111,0.6669521,0.14101675,0.49894533,0.51595134,0.128041,0.26423526,0.16460627,Purple
94,011111,0.68534094,0.14905967,0.5046585,0.499276,0.13693608,0.27548572,0.18644375,Purple
95,011111,0.6736496,0.16305955,0.49984354,0.48493713,0.12455423,0.2643544,0.17919242,Purple
96,011111,0.6757645,0.17676818,0.48248067,0.47603157,0.13183242,0.2280102,0.16865954,Purple
97,011111,0.69311804,0.17074828,0.50134784,0.49757853,0.15579525,0.27077293,0.16855069,Purple
98,011111,0.69350797,0.12428293,0.49892542,0.4969108,0.14666633,0.24434125,0.18904218,Purple
99,011111,0.6752451,0.16721563,0.5034703,0.45955577,0.14616777,0.25000566,0.1862883,Purple
100,011111,0.21383736,0.45736787,0.38098097,0.7341909,0.05238955,0.24616508,0.5890426,Red
101,011111,0.17974846,0.45054644,0.41064095,0.7533491,0.07193242,0.22980416,0.58777946,Red
102,011111,0.20773187,0.47994083,0.41531736,0.73832697,0.07282792,0.2662688,0.5704515,Red
103,011111,0.19991301,0.47293746,0.41171107,0.73499054,0.067855865,0.25730333,0.5874352,Red
104,011111,0.18273436,0.500199,0.42727804,0.7422643,0.07476013,0.23031573,0.5461395,Red
105,011111,0.18785144,0.4625164,0.4432634,0.7489561,0.091926746,0.25145307,0.57147205,Red
106,011111,0.21544762,0.45700234,0.4084836,0.7526065,0.07587254,0.26361805,0.5598906,Red
107,011111,0.19779257,0.48791254,0.41192806,0.73593444,0.07618607,0.254548,0.6112005,Red
108,011111,0.18539211,0.47824743,0.40869904,0.7349079,0.06941283,0.26770395,0.5594477,Red
109,011111,0.173947,0.4413346,0.406782,0.76953477,0.07587145,0.25121891,0.5460093,Red
110,011111,0.18070497,0.4773279,0.38685548,0.7407545,0.06452953,0.21410146,0.5635978,Red
111,011111,0.18379615,0.45770076,0.40184507,0.7518614,0.075290166,0.262444,0.5835999,Red
112,011111,0.22466199,0.4413774,0.41063014,0.6970049,0.06896056,0.24977438,0.5945436,Red
113,011111,0.19894361,0.47191548,0.40912846,0.7526166,0.08221566,0.23815465,0.58101463,Red
114,011111,0.20426507,0.4655627,0.39530995,0.7564732,0.07217889,0.21420996,0.5624566,Red
115,011111,0.21043316,0.44665986,0.39674848,0.71637213,0.030821918,0.236429,0.5919531,Red
116,011111,0.18393189,0.47357,0.40505502,0.7412603,0.099082105,0.24366684,0.5513661,Red
117,011111,0.17548507,0.4526877,0.40896615,0.7520834,0.09516958,0.23444143,0.5944334,Red
118,011111,0.19156332,0.46689582,0.3966867,0.7658628,0.06417449,0.23705845,0.59419054,Red
119,011111,0.20365432,0.48583427,0.37441078,0.76207155,0.056441702,0.23665284,0.55371445,Red
120,011111,0.18378894,0.47301537,0.41082716,0.7340324,0.052986216,0.23231187,0.56105703,Red
121,011111,0.22776596,0.46882913,0.44442552,0.7329553,0.060564175,0.2499039,0.56303835,Red
122,011111,0.20103808,0.47706938,0.4068913,0.74849707,0.059841637,0.22248535,0.5720436,Red
123,011111,0.2103671,0.47709772,0.38022384,0.7616526,0.07200296,0.236132,0.56870824,Red
124,011111,0.2257683,0.4622617,0.40248922,0.7567451,0.07162513,0.25804707,0.5777963,Red
125,011111,0.19663808,0.47439313,0.40491912,0.73841965,0.054842386,0.22845268,0.55517656,Red
126,011111,0.2107826,0.45510837,0.39420182,0.7402456,0.057093058,0.24159257,0.57509816,Red
127,011111,0.19130497,0.47874522,0.3847135,0.7192434,0.06748009,0.24479322,0.5786109,Red
128,011111,0.19411446,0.4536856,0.42539734,0.7187408,0.067784145,0.22633606,0.5558102,Red
129,011111,0.19519189,0.4738062,0.39386314,0.7329801,0.077278934,0.24836367,0.56331235,Red
130,011111,0.21947579,0.48343882,0.39557523,0.7555189,0.043783523,0.22207054,0.5614067,Red
131,011111,0.19967961,0.49716112,0.4161195,0.744502,0.07481318,0.25727862,0.5757639,Red
132,011111,0.21891233,0.47284663,0.42133933,0.7564711,0.057153154,0.23552324,0.57886714,Red
133,011111,0.19660972,0.4827872,0.3939887,0.7516208,0.079005174,0.24644697,0.58850414,Red
134,011111,0.18514511,0.48024198,0.36069784,0.7589674,0.0655632,0.23625611,0.59754,Red
135,011111,0.22502491,0.4498585,0.4256844,0.7388573,0.075457744,0.26560283,0.55653214,Red
136,011111,0.22292754,0.47928193,0.38779733,0.75520474,0.07007587,0.2554689,0.5765622,Red
137,011111,0.19937965,0.51253724,0.39811754,0.7377096,0.08956167,0.26113522,0.5680612,Red
138,011111,0.20289044,0.4799785,0.39026532,0.7193425,0.06920119,0.21048833,0.55695814,Red
139,011111,0.20416607,0.4602387,0.4071504,0.7295301,0.07375116,0.2588607,0.55040985,Red
140,011111,0.2113878,0.4772196,0.4148612,0.7379217,0.07459492,0.24846487,0.56692344,Red
141,011111,0.19292867,0.4729391,0.3983753,0.7258594,0.05787017,0.27680472,0.5876408,Red
142,011111,0.20462109,0.46464777,0.42205727,0.708894,0.088329025,0.25847238,0.58472764,Red
143,011111,0.20785421,0.4893499,0.4202369,0.7308076,0.062768936,0.256436,0.5778748,Red
144,011111,0.1939992,0.47882482,0.40130368,0.7456604,0.08428884,0.2499119,0.547557,Red
145,011111,0.2036946,0.49194545,0.39902773,0.7294952,0.050678838,0.25414827,0.5519408,Red
146,011111,0.17587458,0.46520835,0.38807493,0.73295546,0.06272797,0.2658702,0.5638198,Red
147,011111,0.20874968,0.4441981,0.42579967,0.7567473,0.051420167,0.25961617,0.5631529,Red
148,011111,0.20637374,0.47442073,0.4053858,0.74043036,0.07214892,0.25647652,0.56496173,Red
149,011111,0.22478525,0.47935155,0.41085362,0.7234469,0.08137552,0.24193329,0.55776554,Red
150,011111,0.25579044,0.30558956,0.62906003,0.18327965,0.6637102,0.07215784,0.103677616,Purple
151,011111,0.26160762,0.32730132,0.6315319,0.18412627,0.6435086,0.05542289,0.0923361,Purple
152,011111,0.2288318,0.3262465,0.6134271,0.175008,0.65310407,0.06785095,0.106222026,Purple
153,011111,0.26234862,0.31335416,0.6334461,0.16048677,0.6614552,0.064297974,0.07854083,Purple
154,011111,0.22594804,0.3247806,0.63867587,0.19298258,0.65575206,0.10046354,0.102177955,Purple
155,011111,0.25522453,0.3277448,0.6232274,0.18690267,0.6518051,0.055868685,0.10045104,Purple
156,011111,0.2425036,0.34677815,0.6329639,0.1947531,0.61173993,0.07568322,0.08582797,Purple
157,011111,0.24878138,0.33608404,0.613817,0.16532783,0.64887,0.0760083,0.10045096,Purple
158,011111,0.2593493,0.3273106,0.61627364,0.17775947,0.63814574,0.087667175,0.12418924,Purple
159,011111,0.25537252,0.30647781,0.5904848,0.20294562,0.6266999,0.061073553,0.10426688,Purple
160,011111,0.2899796,0.32557213,0.62619925,0.17387657,0.63097864,0.058510087,0.09934453,Purple
161,011111,0.28276092,0.32871035,0.62855196,0.18092419,0.6231605,0.1191919,0.09529019,Purple
162,011111,0.23510791,0.30974054,0.60672957,0.1769801,0.6376506,0.07320073,0.09841529,Purple
163,011111,0.2816458,0.34860438,0.6204909,0.19241472,0.62729007,0.077190965,0.10146043,Purple
164,011111,0.26197746,0.2846445,0.6102773,0.18628256,0.64858025,0.066672586,0.09481218,Purple
165,011111,0.250642,0.31583154,0.6205445,0.18397455,0.65044856,0.04870632,0.09561103,Purple
166,011111,0.2509539,0.33906254,0.59455895,0.16014996,0.6651364,0.057916656,0.09496792,Purple
167,011111,0.2639974,0.31148404,0.6057098,0.18190579,0.66036206,0.09078099,0.08492931,Purple
168,011111,0.280043,0.3287914,0.5947406,0.16967893,0.640335,0.068336,0.09679204,Purple
169,011111,0.25779185,0.34360272,0.6246114,0.18651551,0.61739665,0.07677137,0.11100107,Purple
170,011111,0.26862225,0.3267652,0.6080922,0.1694786,0.62044847,0.03862218,0.107988946,Purple
171,011111,0.2757086,0.3677952,0.6521848,0.17557426,0.6229106,0.06882032,0.105711594,Purple
172,011111,0.24531046,0.3084646,0.6501118,0.16743779,0.66227096,0.075860046,0.056887507,Purple
173,011111,0.24256587,0.35065103,0.6245196,0.15814309,0.656444,0.0627233,0.11065096,Purple
174,011111,0.26202667,0.298534,0.6068826,0.16248158,0.65711933,0.06381851,0.09717902,Purple
175,011111,0.28370392,0.30008742,0.62082106,0.19721435,0.6200358,0.06794769,0.0861695,Purple
176,011111,0.27459398,0.30770138,0.63889384,0.17701474,0.6382416,0.10205243,0.09792124,Purple
177,011111,0.27252614,0.35395944,0.6058537,0.19736123,0.6471937,0.0670905,0.09925247,Purple
178,011111,0.26721355,0.33470932,0.6395062,0.16706847,0.65446156,0.06223213,0.101013534,Purple
179,011111,0.23183545,0.34959462,0.60750777,0.18408234,0.6644761,0.08508208,0.09842305,Purple
180,011111,0.2279741,0.31560382,0.5906488,0.176405,0.6277918,0.06744262,0.09814415,Purple
181,011111,0.23938055,0.34122527,0.6092185,0.18438517,0.6569702,0.060932398,0.085878134,Purple
182,011111,0.25137183,0.3293532,0.61592937,0.20398587,0.6357305,0.071401596,0.100825794,Purple
183,011111,0.2559245,0.32923323,0.6119699,0.1784777,0.6514692,0.06655842,0.100114,Purple
184,011111,0.26114735,0.31684536,0.63852715,0.15097916,0.6344831,0.07802096,0.074228734,Purple
185,011111,0.25495547,0.3624523,0.6006589,0.17993253,0.6544927,0.06829984,0.08249742,Purple
186,011111,0.25826803,0.32941616,0.62515694,0.152634,0.60536695,0.08914607,0.13010247,Purple
187,011111,0.24522397,0.29923844,0.62420917,0.18707651,0.6193821,0.080925904,0.12474561,Purple
188,011111,0.2461625,0.32801697,0.62579495,0.18492009,0.66808367,0.087044574,0.096073255,Purple
189,011111,0.23746988,0.32723117,0.64231473,0.1965328,0.63626695,0.04783758,0.07569947,Purple
190,011111,0.22815835,0.32967556,0.6185271,0.19743691,0.6263458,0.06827927,0.10744167,Purple
191,011111,0.27372247,0.33874974,0.6288536,0.15748358,0.6346452,0.072639346,0.09333425,Purple
192,011111,0.25759012,0.30881932,0.6260335,0.21037205,0.64178824,0.074518375,0.09479922,Purple
193,011111,0.30046478,0.35733238,0.62949556,0.19578855,0.6539927,0.0786,0.08024356,Purple
194,011111,0.25303733,0.31566337,0.62770504,0.1904159,0.66626245,0.08179273,0.09861434,Purple
195,011111,0.26297894,0.31219944,0.597889,0.17660485,0.65311146,0.08228497,0.099683024,Purple
196,011111,0.2782613,0.31852385,0.62631464,0.20327291,0.6723428,0.089453116,0.0839372,Purple
197,011111,0.2598056,0.32033727,0.60594624,0.18328677,0.6454853,0.06522542,0.09538049,Purple
198,011111,0.2473598,0.33225384,0.6167954,0.17732549,0.6454978,0.06707951,0.09280694,Purple
199,011111,0.27197048,0.34300944,0.5847365,0.16973205,0.63616127,0.054998033,0.1146273,Purple
