@relation checkerboard
@attribute ID real
@attribute DateStored real
@attribute Footsize real
@attribute Height real
@attribute Weight real
@attribute Tailsize real
@attribute AntenasLength real
@attribute BrainVolume real
@attribute NumberOfTeeth real
@attribute class {0, 1}
@data
64,110811,16.587452,11.479908,15.670575,5.8575125,2.9120107,151.19704,11,1
65,110811,13.506389,78.35771,19.561077,0.39718598,0.6659311,149.35773,15,1
66,110811,11.564369,0.9702802,18.578821,5.4173594,3.2078495,143.6152,13,1
67,110811,5.173727,95.803825,15.835077,6.734005,4.2343326,151.08255,12,1
68,110811,11.112137,57.62676,18.681162,11.073705,3.5625603,151.50838,13,1
69,110811,9.087509,48.57391,16.912521,4.2051644,2.483438,144.82446,10,1
70,110811,13.7037525,52.257847,16.756193,8.558302,4.431204,155.23819,11,1
71,110811,3.299743,81.77627,17.191189,10.709762,0.27960747,150.92258,12,1
72,110811,15.2284775,18.107069,15.7446165,3.2349677,3.26642,157.17635,11,1
73,110811,7.9043016,22.991741,16.745302,8.73472,2.4504938,142.93391,11,1
74,110811,17.470816,71.22584,16.944849,9.029445,2.637753,148.14255,11,1
75,110811,7.891034,61.088127,17.585222,1.563701,4.2464037,157.71797,13,1
76,110811,15.856872,19.794453,16.944487,13.0116825,0.6925586,144.14072,12,1
77,110811,0.94259024,31.269455,18.831009,3.7522557,2.5936344,153.06094,10,1
78,110811,13.233809,85.66088,19.333374,13.667502,4.6397934,144.73521,11,1
79,110811,8.160424,19.912947,19.547155,6.2865357,4.057904,147.78793,12,1
80,110811,15.920848,73.96473,16.689684,9.368278,1.5756955,151.42719,10,1
81,110811,1.741575,91.9067,20.094667,12.111459,1.0268197,144.7043,14,1
82,110811,15.867813,17.436224,21.502028,14.36269,4.764288,147.5727,12,1
83,110811,7.7879896,60.486244,17.043648,2.8265083,0.8673951,149.53865,11,1
84,110811,8.480007,90.80793,19.09391,7.7738247,2.4358635,144.21085,11,1
85,110811,14.715304,64.97826,18.93233,12.3034115,3.717949,152.94084,12,1
86,110811,19.515724,37.74947,22.287277,1.5877622,0.27301967,150.56995,12,1
87,110811,18.138166,95.39505,18.892872,12.779741,3.1332853,141.53386,12,1
88,110811,16.435472,77.833084,16.929659,6.46653,3.0165389,145.23816,14,1
89,110811,1.6443193,4.4832287,19.386961,13.626043,0.017886758,156.49435,14,1
90,110811,19.679571,64.260826,17.360548,4.4086976,0.042331815,161.46184,39,0
91,110811,9.52984,77.615654,17.019852,7.471395,4.1538982,156.42302,36,0
92,110811,7.5734687,44.431408,15.575859,9.815087,4.3358703,151.74837,37,0
93,110811,12.3530855,88.825294,19.657507,7.7033606,4.1590347,149.74765,37,0
94,110811,4.907774,34.89773,17.656967,5.394971,4.0219784,152.56018,36,0
95,110811,19.075027,57.315342,17.960209,5.5330987,0.8940774,158.00809,36,0
96,110811,19.712664,59.86367,18.302595,11.569865,0.49553692,144.00627,36,0
97,110811,10.588844,32.939754,15.066145,3.834951,1.1804765,151.3531,37,0
98,110811,5.3439703,18.091255,18.823292,2.5973887,2.2426212,148.58511,34,0
99,110811,18.601791,81.43361,16.817694,8.832131,3.1856296,144.1638,38,0
100,110811,15.7209015,36.937172,17.73774,9.546892,3.641765,148.03001,35,0
101,110811,11.117496,10.582906,13.664495,14.406203,1.9867277,146.45372,38,0
102,110811,10.403052,44.2101,16.534319,14.511466,3.3915043,149.83604,38,0
103,110811,11.177019,77.05856,17.62205,12.357816,3.6336412,155.74039,37,0
104,110811,13.166935,38.63807,14.787381,7.0376105,2.7230425,151.52046,34,0
105,110811,9.052166,40.299385,15.229446,10.339745,3.4971247,149.06297,37,0
106,110811,12.840014,67.95767,21.148834,7.6943054,4.225832,154.40114,37,0
107,110811,9.744667,84.61417,17.356094,12.420593,4.8106976,153.66614,38,0
108,110811,18.372799,29.984665,18.645266,4.987369,2.9390478,155.17705,37,0
109,110811,7.430044,13.583112,18.270752,5.318523,1.0928822,148.34514,35,0
110,110811,1.4772546,96.497986,16.207138,0.45294464,2.343391,162.73215,38,0
111,110811,16.395105,31.87381,15.460092,1.2692525,1.5710348,150.93457,38,0
112,110811,19.632442,22.367245,16.28981,7.7356234,4.0253415,158.52803,37,0
113,110811,14.053154,68.74748,14.768739,11.261045,1.8188491,158.40195,38,0
114,110811,9.855938,43.07584,20.003704,14.772147,1.0799372,159.18114,38,0
115,110811,5.781212,64.81596,13.819064,14.981782,2.5666575,163.07164,37,0
116,110811,19.362244,82.64012,19.398893,8.860808,1.7683377,148.24454,36,0
117,110811,3.6086464,39.0204,20.724707,1.2792089,3.046996,153.00365,37,0
118,110811,13.077076,90.89713,16.82195,2.3996024,1.5528896,150.08961,38,0
119,110811,1.1967933,76.33753,18.180744,5.235303,1.2974546,148.5038,36,0
120,110811,9.94904,4.2315187,52.339577,2.4228582,3.3950968,56.598705,10,1
121,110811,6.084285,28.379805,52.52755,5.0992126,2.5586643,47.317894,12,1
122,110811,10.097906,77.03469,52.333874,9.756508,3.1208496,51.837708,11,1
123,110811,16.833006,98.840454,49.237606,14.310572,3.2773402,50.511337,13,1
124,110811,3.061285,62.536858,50.623917,8.6463375,3.7324605,46.563602,12,1
125,110811,7.494692,93.645256,54.606953,0.676007,2.2526112,55.569714,10,1
126,110811,13.749241,31.125486,53.347942,10.09149,4.778492,49.03686,14,1
127,110811,4.7283707,51.707226,49.85186,11.436498,2.148457,40.113594,13,1
128,110811,7.1889696,1.861161,52.81267,1.837154,0.28007448,50.462074,13,1
129,110811,13.934035,36.34132,49.538136,4.4817576,3.935874,47.083443,10,1
130,110811,15.739367,28.6246,54.08229,5.045847,1.2563425,40.361607,13,1
131,110811,9.928013,59.680946,52.005856,12.330167,3.8254676,39.089104,12,1
132,110811,13.177933,26.176144,52.56189,7.0758185,1.5918138,44.493137,12,1
133,110811,14.970745,32.848244,53.44123,1.6987851,1.9044983,35.070057,14,1
134,110811,18.910158,43.38181,55.122765,11.548081,3.8449912,47.15548,12,1
135,110811,2.367766,83.16561,53.703907,12.537823,4.001966,53.449398,11,1
136,110811,12.524166,90.957596,50.050053,5.9802327,4.6101546,55.166584,15,1
137,110811,7.3998938,56.355633,52.287125,6.297462,3.2711449,42.634064,12,1
138,110811,14.01101,9.306258,52.642025,3.7056694,2.2132537,58.157784,12,1
139,110811,18.998743,26.46209,51.59442,3.932282,0.6010473,52.925842,12,1
140,110811,18.193777,18.368763,53.68413,0.58095574,2.8480175,57.277386,13,1
141,110811,5.3688755,69.134735,53.193535,4.729516,3.2466218,54.12961,11,1
142,110811,3.2562006,25.884861,55.702675,3.1120732,4.7398286,54.33752,11,1
143,110811,14.668022,14.955605,52.193768,2.4722574,4.0020547,41.498478,12,1
144,110811,2.7341914,83.055244,52.309723,3.1019282,3.562617,50.772602,10,1
145,110811,7.891996,88.64498,52.935,5.717227,3.8323627,60.647076,12,1
146,110811,17.93136,67.32017,51.389637,4.736928,1.12797,60.76495,11,1
147,110811,5.271051,57.270164,51.664494,4.079041,4.1255474,50.338238,14,1
148,110811,13.4422455,40.817154,49.987907,8.1896305,3.315843,52.522617,11,1
149,110811,19.769604,55.990284,53.22303,2.368979,0.63088596,45.426994,10,1
150,110811,2.314601,80.05316,55.670135,14.317395,2.3227153,52.340473,38,0
151,110811,11.691409,33.40577,52.202053,14.236036,4.7085133,53.541714,38,0
152,110811,9.354796,97.42401,50.473396,7.883623,2.5657141,44.90067,35,0
153,110811,6.927391,60.24096,50.6968,1.6016302,3.7312694,50.662388,36,0
154,110811,1.1779952,78.43675,50.783123,11.918645,4.0001926,46.722023,36,0
155,110811,18.043552,74.873825,51.16542,0.6665924,1.351856,48.33468,38,0
156,110811,9.827461,39.83819,51.954067,8.371455,1.1834246,42.85438,37,0
157,110811,12.191479,97.1366,51.762516,9.6001835,4.8766627,53.274883,39,0
158,110811,13.134989,73.32548,53.784416,5.081436,1.1485422,54.23196,38,0
159,110811,2.7341533,27.846497,54.441387,12.19562,1.172198,53.580822,37,0
160,110811,9.467108,77.11235,54.42622,11.320909,3.040523,54.970394,38,0
161,110811,2.5149262,65.68579,55.39597,0.7952097,4.370881,57.907547,38,0
162,110811,17.099384,93.34713,52.57941,8.724753,2.5099852,52.701233,36,0
163,110811,5.8576727,15.335613,52.57582,5.650446,3.140017,46.349216,38,0
164,110811,19.183752,63.226585,51.47751,1.3325348,4.060751,49.776966,36,0
165,110811,3.6712754,31.178135,51.857174,6.5885096,2.4311,55.33011,36,0
166,110811,4.1215363,83.621864,54.505398,2.7214954,4.903566,47.023037,40,0
167,110811,1.441791,39.41674,52.44661,6.4063926,4.4361596,52.5316,37,0
168,110811,18.127434,99.13097,53.5635,14.805465,4.381076,54.47236,36,0
169,110811,3.4307623,8.124238,54.43508,13.807464,0.94368845,56.189816,34,0
170,110811,11.867352,91.69446,52.863873,11.81515,3.6981025,55.012787,37,0
171,110811,8.05831,89.51401,54.854607,1.932528,4.4087524,55.402554,36,0
172,110811,6.2757626,36.25891,51.48837,9.25946,1.5164417,50.694855,35,0
173,110811,9.234821,41.639347,50.611217,11.618565,2.8302124,51.850937,34,0
174,110811,4.005747,75.44533,51.07762,6.295453,1.9548776,48.07433,39,0
175,110811,16.315159,47.76141,54.525932,6.443078,3.9625528,60.79365,37,0
176,110811,12.437695,28.777218,50.75494,5.906159,2.6727784,48.694263,36,0
177,110811,11.384507,90.78616,52.80035,4.3805695,2.4806356,56.057747,37,0
178,110811,1.7701733,92.74593,51.1804,0.60097843,2.0095978,48.47748,36,0
179,110811,16.745132,7.456106,52.91477,3.509953,4.4627614,48.67371,39,0
180,110811,17.43921,6.8382683,52.752735,7.012514,0.60279757,143.58493,12,0
181,110811,7.7584496,42.392548,51.63697,6.6677675,1.9607526,149.3944,11,0
182,110811,19.959846,57.624172,54.545784,10.766651,4.513154,153.52075,11,0
183,110811,16.606987,45.6194,56.014397,2.241868,1.4853301,156.43057,12,0
184,110811,17.256495,68.10002,52.58414,3.3493586,3.649101,148.68764,10,0
185,110811,11.075983,8.859682,50.293346,10.443818,3.9508834,152.32788,10,0
186,110811,4.646287,72.705444,53.525284,0.38412184,1.2007159,151.05724,14,0
187,110811,19.114496,15.680992,52.754833,11.385516,4.9958034,144.60936,12,0
188,110811,15.862254,9.779543,50.58314,0.76809704,1.8691411,149.96962,12,0
189,110811,4.721067,88.47636,50.094482,8.116634,3.6228633,156.10016,10,0
190,110811,14.850821,72.694916,54.894375,8.493005,3.9086885,146.4918,10,0
191,110811,3.609141,51.302193,52.35259,9.454275,3.788712,149.44398,13,0
192,110811,2.550794,48.505474,50.436256,13.698469,2.3865585,150.04906,12,0
193,110811,18.142612,91.75497,51.6133,8.954773,2.9123533,146.6531,12,0
194,110811,15.458636,38.66677,52.067093,11.570918,3.6090646,148.26009,13,0
195,110811,10.191993,97.353645,55.471985,7.739904,3.2695622,149.62572,11,0
196,110811,13.507485,0.23533106,55.16996,7.1103697,3.363432,151.44955,12,0
197,110811,17.846865,62.30486,52.70078,5.0958056,1.8935118,150.9919,13,0
198,110811,13.635062,67.92585,52.851917,5.540321,4.480704,152.48636,12,0
199,110811,17.330477,9.063172,51.41742,6.8127055,1.9114435,150.83469,12,0
200,110811,2.3882282,17.50304,51.501026,12.232684,2.237968,159.43573,9,0
201,110811,14.997433,45.75867,54.658367,12.127142,3.2130492,148.5342,11,0
202,110811,16.009638,9.207499,52.207428,2.4600935,4.2870684,150.69612,10,0
203,110811,5.955608,85.34953,52.97308,10.865625,2.96829,155.9467,11,0
204,110811,9.674562,6.2624574,55.39628,0.072116554,0.12216568,144.32607,12,0
205,110811,15.638632,85.26727,51.29308,12.96977,1.7907041,155.55371,11,0
206,110811,8.893654,97.9812,51.256214,0.31984448,3.5799468,141.5789,14,0
207,110811,8.565319,27.35746,53.88129,13.007745,4.276828,154.0682,13,0
208,110811,5.570034,69.59244,51.307198,0.52496463,0.5039856,154.1579,12,0
209,110811,4.557725,47.07895,52.20846,12.545377,3.2431662,141.85492,12,0
210,110811,8.796763,51.6235,54.26857,3.1049128,2.4987016,149.67969,35,1
211,110811,6.8495297,38.20983,53.81985,3.3626552,0.2292332,143.13235,37,1
212,110811,6.203444,50.52913,52.14975,13.624831,1.6485536,163.26627,36,1
213,110811,18.801712,4.718375,54.488564,9.457328,0.7384828,140.0838,35,1
214,110811,15.508271,9.2260065,54.201717,7.0500183,0.1845622,152.6663,38,1
215,110811,6.3525667,4.992461,52.839607,10.577165,1.2485439,149.83592,38,1
216,110811,7.9046144,71.29106,54.389885,13.219221,3.3429313,156.61726,37,1
217,110811,11.86429,35.28116,50.854195,9.665977,1.237976,147.36417,37,1
218,110811,5.0087714,25.804037,51.578556,7.7495546,3.0795064,157.16113,37,1
219,110811,1.6885567,28.987211,50.00291,11.095809,2.3488405,138.30907,38,1
220,110811,9.318274,91.162704,52.556194,2.11801,4.8789854,152.67401,38,1
221,110811,14.558584,6.359416,50.964905,0.88875264,3.332703,158.71909,37,1
222,110811,4.4777083,55.67147,50.884357,11.542464,4.6292505,161.46143,37,1
223,110811,10.825429,95.16898,51.898605,9.306652,3.6122446,143.72382,38,1
224,110811,16.121723,30.30209,49.84641,6.5067315,2.4188867,144.39714,36,1
225,110811,3.5913277,57.114124,51.27072,5.205525,0.1314944,147.74684,37,1
226,110811,16.66253,84.74754,50.282307,8.339695,0.15988886,151.25032,37,1
227,110811,1.9531441,96.98231,56.510326,10.413819,1.6647508,151.1352,38,1
228,110811,8.111867,31.738121,50.938377,6.167679,0.13776898,142.5401,38,1
229,110811,13.85405,2.0097792,53.863647,1.0996869,1.9075924,146.32544,37,1
230,110811,5.8750296,96.56109,51.369297,1.81218,1.9477055,136.97873,39,1
231,110811,1.4517784,57.413017,53.829212,1.642254,2.4829352,145.33119,38,1
232,110811,13.427272,58.823215,52.16612,10.8017645,0.7880804,156.73813,39,1
233,110811,15.44695,10.7270775,51.514114,4.9154406,4.4609327,147.30196,38,1
234,110811,2.8804994,81.71797,53.01065,1.6073236,0.7516968,145.41983,38,1
235,110811,16.475079,12.370807,55.650948,1.1301496,2.113563,146.20595,37,1
236,110811,19.670841,50.4069,53.308258,1.4941245,2.5801566,147.72673,37,1
237,110811,1.4510632,42.76918,50.928238,5.461751,0.40309012,148.38313,37,1
238,110811,10.9453535,25.597275,54.739292,6.0119605,1.3283315,144.68672,37,1
239,110811,10.6651325,47.398113,51.237083,12.61454,3.1381335,152.87656,36,1
